psi_delay,psi_error,status,solve_time,gap,total_cost,C1_rental,C2_storage,C2_model,C2_data,C3_robust_delay,C4_unmet,C1_pct,C2_pct,C3_pct,C4_pct,num_allocations,num_gpu_configs,total_gpus,num_unmet_queries,total_unmet_fraction,avg_delay,avg_error,avg_delay_utilization,max_delay_utilization,avg_error_utilization,max_error_utilization,scaled_Delta_i_mean,scaled_epsilon_mean
0.8,0.8,OPTIMAL,0.30489206314086914,0.0,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.026674852977344527,0.11299691217678946,0.675279439631269,0.871540392395291,1800.0,0.06933333333333334
0.8,0.9,OPTIMAL,0.3111598491668701,0.0,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.026674852977344527,0.11299691217678946,0.6002483907833502,0.7747025710180364,1800.0,0.078
0.8,1.0,OPTIMAL,0.3319389820098877,0.0,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.016063253079990823,0.037775068500644535,0.5555710654595859,0.8311139118341956,1800.0,0.08666666666666667
0.8,1.1,OPTIMAL,0.3469080924987793,0.0067040201754387015,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.01610881274574699,0.037775068500644535,0.5101314679108717,0.7859592793531213,1800.0,0.09533333333333334
0.8,1.2,OPTIMAL,0.3117098808288574,0.008658676568102415,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.548320035862254,0.0,83.05557714196539,10.132197696513979,6.812225161520616,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.02637208684506862,0.06797609084673652,0.546847981964865,0.8420314701265441,1800.0,0.10400000000000002
0.9,0.4,OPTIMAL,0.6599481105804443,0.009381944596388945,1087.6354168590435,469.20685374279265,40.32568279759028,3.3390646713747927,36.98661812621549,62.067153707595196,516.0357266110652,43.140085958013756,3.7076470821487093,5.706613884166944,47.44565307567058,6,4,25,5,1.1382326600053738,91.36121446061776,0.028594332162660805,0.040210835201779926,0.1090652272797168,0.7178968342916856,0.9022436805807365,2025.0,0.03466666666666667
0.9,0.5,OPTIMAL,0.6546576023101807,0.0,784.8376592869595,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.192524135826886,321.74118900903596,49.33171759658163,5.317029321572656,4.356636526194662,40.994616555651035,6,4,21,3,0.65162294041363,44.32695062893396,0.03663957234346223,0.02399054460107401,0.06409330731924225,0.7577934738324966,0.9033142390296358,2025.0,0.043333333333333335
0.9,0.6,OPTIMAL,0.52394700050354,0.0,681.7931605053116,389.97251624826004,43.744978586540924,2.146541574455224,41.5984370120857,49.907698335207726,198.1679673353028,57.19806810018915,6.416165652662062,7.320064387008311,29.065701860140464,6,4,21,3,0.3993718176575516,55.461784737336124,0.03718550808995034,0.03560648628412552,0.1635978409195754,0.6981306733984317,0.8952393665765057,2025.0,0.05200000000000001
0.9,0.7,OPTIMAL,0.3381619453430176,0.0,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,59.32979178395217,7.99087377130039,6.3423307814237395,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.022326720402466586,0.08973063024693913,0.734171091545834,0.8661270980325875,2025.0,0.06066666666666667
0.9,0.8,OPTIMAL,0.32239389419555664,0.007176453892132148,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.023710980424306246,0.10044169971270174,0.675279439631269,0.871540392395291,2025.0,0.06933333333333334
0.9,0.9,OPTIMAL,0.3518369197845459,0.007176453892132375,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.023710980424306246,0.10044169971270174,0.6002483907833502,0.7747025710180364,2025.0,0.078
0.9,1.0,OPTIMAL,0.35096216201782227,0.008458219978272783,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.014278447182214063,0.03357783866723959,0.5555710654595859,0.8311139118341956,2025.0,0.08666666666666667
0.9,1.1,OPTIMAL,0.3229799270629883,0.008219289635837427,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.014318944662886213,0.03357783866723959,0.5101314679108717,0.7859592793531213,2025.0,0.09533333333333334
0.9,1.2,OPTIMAL,0.36494016647338867,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.023441854973394325,0.06042319186376579,0.546847981964865,0.8420314701265441,2025.0,0.10400000000000002
1.0,0.4,OPTIMAL,0.691627025604248,0.001989420545206366,1087.6353967186033,469.20685374279265,40.32568462837081,3.3390646713747927,36.986619956996016,62.06715664642864,516.035701701011,43.14008675686632,3.7076473191322594,5.706614260043881,47.44565166395753,6,4,25,5,1.1382325639321758,91.36121877629955,0.02859433233121886,0.036189752673575465,0.09815870455174527,0.7178968441990166,0.9022436805807356,2250.0,0.03466666666666667
1.0,0.5,OPTIMAL,0.5575008392333984,0.0,784.8376592869595,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.74118900903596,49.33171759658163,5.317029321572656,4.356636526194663,40.994616555651035,6,4,21,3,0.65162294041363,44.32695062893395,0.036639572343462226,0.021591490140966608,0.05768397658731801,0.7577934738324966,0.903314239029636,2250.0,0.043333333333333335
1.0,0.6,OPTIMAL,0.5336818695068359,0.0,681.7931605053113,389.97251624826004,43.74497858654094,2.146541574455224,41.59843701208571,49.90769833520775,198.16796733530236,57.19806810018917,6.416165652662066,7.320064387008316,29.065701860140408,6,4,21,3,0.3993718176575504,55.461784737336124,0.03718550808995034,0.03204583765571298,0.1472380568276179,0.6981306733984317,0.895239366576506,2250.0,0.05200000000000001
1.0,0.7,OPTIMAL,0.38953685760498047,0.009859534382051283,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.35743542227051,146.82439915772244,59.32979178395217,7.99087377130039,6.342330781423741,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.020094048362219927,0.08075756722224521,0.734171091545834,0.8661270980325875,2250.0,0.06066666666666667
1.0,0.8,OPTIMAL,0.3493361473083496,0.007448049067118544,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.021339882381875622,0.09039752974143157,0.675279439631269,0.871540392395291,2250.0,0.06933333333333334
1.0,0.9,OPTIMAL,0.3486199378967285,0.007176453892132375,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.021339882381875622,0.09039752974143157,0.6002483907833502,0.7747025710180364,2250.0,0.078
1.0,1.0,OPTIMAL,0.3503589630126953,0.008458219978272783,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310457,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.012850602463992658,0.03022005480051563,0.5555710654595859,0.8311139118341956,2250.0,0.08666666666666667
1.0,1.1,OPTIMAL,0.3255469799041748,0.008219289635837427,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.012887050196597595,0.03022005480051563,0.5101314679108717,0.7859592793531213,2250.0,0.09533333333333334
1.0,1.2,OPTIMAL,0.3455219268798828,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.0210976694760549,0.05438087267738921,0.546847981964865,0.8420314701265441,2250.0,0.10400000000000002
1.1,0.4,OPTIMAL,0.6687719821929932,0.006536776546907242,1087.635412711981,469.20685374279265,40.3256827975903,3.3390646713747927,36.986618126215504,62.06715382130535,516.0357108204856,43.140086122503284,3.707647096285658,5.706613916380588,47.44565180475032,6,4,25,5,1.1382326100154043,91.36121446061784,0.02859433216266082,0.032899774256001775,0.08923518595613204,0.7178968342916857,0.9022436805807365,2475.0,0.03466666666666667
1.1,0.5,OPTIMAL,0.4400641918182373,0.0,784.8376592869596,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.19252413582689,321.74118900903596,49.33171759658162,5.3170293215726545,4.356636526194662,40.99461655565103,6,4,21,3,0.65162294041363,44.32695062893396,0.03663957234346223,0.019628627400878732,0.05243997871574365,0.7577934738324966,0.9033142390296359,2475.0,0.043333333333333335
1.1,0.6,OPTIMAL,0.5871970653533936,0.0,681.7931605053113,389.97251624826004,43.744978586540924,2.146541574455224,41.598437012085704,49.90769833520775,198.16796733530248,57.19806810018917,6.416165652662064,7.320064387008316,29.065701860140425,6,4,21,3,0.39937181765755075,55.461784737336124,0.03718550808995034,0.0291325796870118,0.13385277893419809,0.6981306733984317,0.895239366576506,2475.0,0.05200000000000001
1.1,0.7,OPTIMAL,0.2966289520263672,0.0,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.3574354222705,146.82439915772244,59.32979178395217,7.99087377130039,6.342330781423739,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.01826731669292721,0.0734159702020411,0.734171091545834,0.8661270980325875,2475.0,0.06066666666666667
1.1,0.8,OPTIMAL,0.27015209197998047,0.008762878628035571,499.41589879860743,322.3521640250439,44.941323237514204,1.90803695507131,43.033286282442894,36.57126784487917,95.55114369117001,64.5458354050187,8.998777040463638,7.322808090982854,19.132579463534782,6,4,19,1,0.165783898305085,40.54307907423624,0.04551748272651962,0.019399893074432382,0.0821795724922105,0.675279439631269,0.871540392395291,2475.0,0.06933333333333334
1.1,0.9,OPTIMAL,0.3243288993835449,0.0,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.019399893074432385,0.08217957249221051,0.6002483907833502,0.7747025710180364,2475.0,0.078
1.1,1.0,OPTIMAL,0.3273899555206299,0.0,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310453,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.011682365876356961,0.027472777091377843,0.5555710654595859,0.8311139118341956,2475.0,0.08666666666666667
1.1,1.1,OPTIMAL,0.32459521293640137,0.005386891777557875,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.011715500178725085,0.027472777091377843,0.5101314679108717,0.7859592793531213,2475.0,0.09533333333333334
1.1,1.2,OPTIMAL,0.35162997245788574,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.019179699523686266,0.04943715697944473,0.546847981964865,0.8420314701265441,2475.0,0.10400000000000002
1.2,0.4,OPTIMAL,0.6397180557250977,0.0006044004066304226,1087.6354168590433,469.20685374279265,40.32568279759028,3.3390646713747927,36.98661812621549,62.06715370759524,516.035726611065,43.14008595801377,3.7076470821487106,5.706613884166949,47.44565307567056,6,4,25,5,1.1382326600053732,91.36121446061779,0.0285943321626608,0.030158126401334973,0.08179892045978769,0.7178968342916862,0.9022436805807365,2700.0,0.03466666666666667
1.2,0.5,OPTIMAL,0.5783569812774658,0.006706158548331558,784.8376592869595,387.17389767106437,41.730048471032134,2.146541574455224,39.58350689657691,34.192524135826886,321.74118900903596,49.33171759658163,5.317029321572656,4.356636526194662,40.994616555651035,6,4,21,3,0.6516229404136298,44.32695062893394,0.036639572343462226,0.0179929084508055,0.048069980489431646,0.7577934738324964,0.9033142390296354,2700.0,0.043333333333333335
1.2,0.6,OPTIMAL,0.5334711074829102,0.0,681.7931605053114,389.97251624826004,43.744978586540924,2.146541574455224,41.5984370120857,49.90769833520774,198.16796733530256,57.19806810018916,6.416165652662063,7.320064387008314,29.065701860140436,6,4,21,3,0.39937181765755114,55.46178473733611,0.03718550808995034,0.026704864713094148,0.12269838068968159,0.6981306733984317,0.895239366576506,2700.0,0.05200000000000001
1.2,0.7,OPTIMAL,0.34973788261413574,0.007855745726309244,557.4833076481923,330.75368565796197,44.54778741023726,1.90803695507131,42.63975045516595,35.357435422270505,146.82439915772244,59.32979178395217,7.99087377130039,6.3423307814237395,26.33700366332368,6,4,19,1,0.2547444260567072,39.94514593055782,0.04449030761132916,0.01674504030184994,0.06729797268520435,0.734171091545834,0.8661270980325875,2700.0,0.06066666666666667
1.2,0.8,OPTIMAL,0.26787900924682617,0.009373143536197897,499.41589879860743,322.3521640250439,44.941323237514204,1.90803695507131,43.033286282442894,36.57126784487917,95.55114369117001,64.5458354050187,8.998777040463638,7.322808090982854,19.132579463534782,6,4,19,1,0.165783898305085,40.54307907423624,0.04551748272651962,0.017783235318229684,0.0753312747845263,0.675279439631269,0.871540392395291,2700.0,0.06933333333333334
1.2,0.9,OPTIMAL,0.3043332099914551,0.0,499.4158987986073,322.3521640250439,44.94132323751421,1.90803695507131,43.0332862824429,36.57126784487917,95.55114369116988,64.54583540501872,8.998777040463642,7.322808090982857,19.13257946353476,6,4,19,1,0.16578389830508478,40.54307907423624,0.04551748272651962,0.017783235318229684,0.07533127478452631,0.6002483907833502,0.7747025710180364,2700.0,0.078
1.2,1.0,OPTIMAL,0.36024022102355957,0.0,494.9981075756725,405.7433511500896,45.50359284697633,1.90803695507131,43.59555589190502,21.457373675310453,22.293789903295977,81.96866714042172,9.192680163937798,4.334839537145134,4.5038131584953245,6,5,23,1,0.03868034704125156,32.304482709540714,0.04386935405367639,0.010708835386660545,0.025183379000429693,0.5555710654595859,0.8311139118341956,2700.0,0.08666666666666667
1.2,1.1,OPTIMAL,0.3171830177307129,0.009228035243499655,472.91617376710366,405.7433511500896,45.674703594146564,1.90803695507131,43.766666639075254,21.49811902286742,0.0,85.7960403252999,9.658097169804119,4.545862504895966,0.0,6,5,23,0,0.0,32.13267234178012,0.04380948238349267,0.010739208497164662,0.025183379000429693,0.5101314679108717,0.7859592793531213,2700.0,0.09533333333333334
1.2,1.2,OPTIMAL,0.3516979217529297,0.0,448.4337982311098,372.4492792204848,45.43619897476265,1.6695323356873963,43.766666639075254,30.54832003586226,0.0,83.05557714196539,10.132197696513979,6.812225161520619,0.0,6,5,21,0,0.0,42.115743409883265,0.05672398446706706,0.017581391230045748,0.04531739389782434,0.546847981964865,0.8420314701265441,2700.0,0.10400000000000002
